rank_key,left_index,right_index,left_trajectory,right_trajectory,left_step,right_step,remaining_distance_gap_m,cross_direction,raw_ssim,phase_aligned_ssim,phase_shift_px,hog_cosine,color_histogram_distance
0.7674015898727348,2,8,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,2,8,3.0,False,0.30134831429310177,0.7674015898727348,44.1779818121914,0.9413456572019678,0.02426249161362648
0.7672410421519866,0,9,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,0,9,4.5,False,0.16696279111837295,0.7672410421519866,66.27938575695039,0.9189313527713615,0.03789164498448372
0.7657992483129092,8,10,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,0,4.0,True,0.12281572161291836,0.7657992483129092,58.9366156845718,0.9230110252368354,0.041936032474040985
0.7641980928884179,2,17,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,2,7,2.5,True,0.17799718462226244,0.7641980928884179,66.47803412449917,0.9569892836422821,0.012966715730726719
0.7564724685806576,11,19,surface_sigma/MASK-1/10m/RIGHT,surface_sigma/MASK-1/10m/RIGHT,1,9,4.0,False,0.14146051476569402,0.7564724685806576,58.95660019748441,0.9196887337481617,0.031271159648895264
0.749662174716143,5,14,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,5,4,0.5,True,0.15944073221231278,0.749662174716143,66.35895392172888,0.9298881454345862,0.011223144829273224
0.7472721999721663,1,8,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,1,8,3.5,False,0.0805168499089062,0.7472721999721663,51.459625866093866,0.9244468853657564,0.029244180768728256
0.7445212349045771,9,10,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,9,0,4.5,True,0.16738254415546042,0.7445212349045771,66.287283043537,0.9194382715975377,0.044546306133270264
0.7421335171969389,4,15,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,4,5,0.5,True,0.186060157197896,0.7421335171969389,66.24202079038508,0.9255304527860863,0.005153401754796505
0.740422426946616,10,19,surface_sigma/MASK-1/10m/RIGHT,surface_sigma/MASK-1/10m/RIGHT,0,9,4.5,False,0.18082374178115634,0.740422426946616,66.50780008892283,0.9135052722936654,0.03763895481824875
0.7400794773819058,0,19,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,0,9,4.5,True,0.18077127560669062,0.7400794773819058,66.49735903903054,0.9132007504273278,0.031032104045152664
0.7375959697656987,7,12,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,7,2,2.5,True,0.18493686678621726,0.7375959697656987,66.41713732300013,0.9313192020219205,0.026811115443706512
0.7219017231748076,0,8,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/LEFT,0,8,4.0,False,0.12185933294518314,0.7219017231748076,58.929441975664965,0.9227349501762444,0.03529215231537819
0.7076966523153577,9,12,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,9,2,3.5,True,0.24190720788047532,0.7076966523153577,80.96616020595295,0.9413588323711758,0.03349649906158447
0.6785495771941967,9,16,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,9,6,1.5,True,0.41098965354797007,0.6785495771941967,37.691120382076434,0.9514596068746956,0.01964660733938217
0.6768019439134276,8,16,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,6,1.0,True,0.23614562504762707,0.6768019439134276,29.785009003165086,0.9248208264137457,0.016690673306584358
0.653384859321481,8,12,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,2,3.0,True,0.6827680053751185,0.653384859321481,0.6828664832008159,0.9630977125878784,0.030654296278953552
0.6508321018406806,4,17,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,4,7,1.5,True,0.24174465594516617,0.6508321018406806,7.635073416474829,0.9458505843953361,0.005477089434862137
0.6492236347665487,8,15,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,5,1.5,True,0.07815421885030496,0.6492236347665487,22.799669411640572,0.9449081480943791,0.019543049857020378
0.6472377513871393,8,14,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,4,2.0,True,0.11251007080757515,0.6472377513871393,15.293405476623896,0.9587317375475488,0.023066813126206398
0.6444297194771961,4,16,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,4,6,1.0,True,0.656112754890818,0.6444297194771961,0.36986302365383544,0.9598724321498797,0.0022678638342767954
0.6435858777858514,9,11,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,9,1,4.0,True,0.7016683178505164,0.6435858777858514,0.9414732914453567,0.9610219640483272,0.038257040083408356
0.6394619265557441,9,13,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,9,3,3.0,True,0.1040437535994486,0.6394619265557441,15.784413754510918,0.9459052980592235,0.02953430265188217
0.6383368764983509,7,16,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,7,6,0.5,True,0.07531821906345965,0.6383368764983509,22.628112629111897,0.9279572544596268,0.013215942308306694
0.637882660315429,8,13,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,3,2.5,True,0.240990015201207,0.637882660315429,8.16297060120608,0.9585865610845772,0.026662394404411316
0.6366793895870777,8,17,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,7,0.5,True,0.418207831547943,0.6366793895870777,37.24033409407301,0.9457289618651296,0.012033486738801003
0.6334830476481949,9,15,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,9,5,2.0,True,0.2425785904067685,0.6334830476481949,30.539531080566967,0.9225641438690342,0.022502440959215164
0.6331477641937215,4,19,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,4,9,2.5,True,0.10160523052189409,0.6331477641937215,22.064350381940844,0.9317242139243223,0.01225687563419342
0.6328484611388867,2,16,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,2,6,2.0,True,0.1282246906394919,0.6328484611388867,14.51849772153795,0.936295420651618,0.008972778916358948
0.6288389018782233,3,17,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,3,7,2.0,True,0.6361106901669665,0.6288389018782233,0.3138472616996318,0.9557750205148947,0.008503620512783527
0.6285278554055173,9,14,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,9,4,2.5,True,0.0814778529506869,0.6285278554055173,23.006697243268206,0.9481972774175674,0.02619161270558834
0.628253836577278,5,15,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,5,5,0.0,True,0.6508561863842314,0.628253836577278,0.5201161350887875,0.9694247621181774,0.008417969569563866
0.6280331984130206,8,19,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,8,9,0.5,True,0.09368130275705615,0.6280331984130206,51.87476792016546,0.9076199223523905,0.005692953243851662
0.6279594521293678,4,18,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,4,8,2.0,True,0.10117499077137504,0.6279594521293678,15.064181659369085,0.9405659202102574,0.007956542074680328
0.6278162521922377,9,17,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,9,7,1.0,True,0.2724618544389895,0.6278162521922377,45.13456196299474,0.9457192498037338,0.015099692158401012
0.6241960618366148,2,18,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,2,8,3.0,True,0.6238815438314179,0.6241960618366148,0.2707846515785894,0.9650477779985458,0.015923259779810905
0.6224297485560872,6,19,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,6,9,1.5,True,0.3657969600994493,0.6224297485560872,37.20389786606082,0.9379034792113691,0.004664509557187557
0.6214996056220833,5,19,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,5,9,2.0,True,0.21493812557649253,0.6214996056220833,29.790133701367548,0.9194309691762618,0.008601073175668716
0.6205696943963412,5,17,surface_sigma/MASK-1/10m/LEFT,surface_sigma/MASK-1/10m/RIGHT,5,7,1.0,True,0.10262773595749876,0.6205696943963412,15.27825732671022,0.9385602611607428,0.0020926916040480137
